tweet_id,timestamp,text,jpg_url,name,stage,dog_breed,img_num,algorithm_conf,prediction_algorithm,full_rating,rating_numerator,retweet_count,favorite_count
829011960981237760,2017-02-07 17:00:28+00:00,This is Dexter. He was reunited with his mom yesterday after she was stuck in Iran during the travel Bannon. 13/10 welcome home https://t.co/U50RlRw4is,https://pbs.twimg.com/media/C4E99ygWcAAQpPs.jpg,Dexter,unclassified,boxer,img_2,0.312221,P_1,13/10,13.0,16385,53353
828770345708580865,2017-02-07 01:00:22+00:00,This is Alfie. He's your Lyft for tonight. Kindly requests you buckle pup and remain reasonably calm during the ride. 13/10 he must focus https://t.co/AqPTHYUBFz,https://pbs.twimg.com/media/C4BiOXOXAAAf6IS.jpg,Alfie,pup,Chesapeake_Bay_retriever,img_1,0.0338986,P_2,13/10,13.0,5905,25694
828708714936930305,2017-02-06 20:55:28+00:00,This is Fiona. She's an exotic dog. Seems rather impatient. Jaw extension on another level tho. Looks slippery. 10/10 would still pet https://t.co/vst2SEVJO3,https://pbs.twimg.com/media/C4AqLSgVYAEg8nt.jpg,Fiona,unclassified,Mexican_hairless,img_1,0.00838837,P_2,10/10,10.0,11245,36687
828650029636317184,2017-02-06 17:02:17+00:00,"Occasionally, we're sent fantastic stories. This is one of them. 14/10 for Grace https://t.co/bZ4axuH6OK",https://pbs.twimg.com/media/C3_0yhCWEAETXj2.jpg,one,unclassified,golden_retriever,img_1,0.649209,P_1,14/10,14.0,1359,9543
828409743546925057,2017-02-06 01:07:28+00:00,This is Mutt Ryan. He's quite confident at the moment. 12/10 rise pup! https://t.co/ZH5CvRlCxt,https://pbs.twimg.com/media/C38aQYgXAAMY2Wh.jpg,Mutt,pup,toy_poodle,img_1,0.0180398,P_2,12/10,12.0,1172,6375
828408677031882754,2017-02-06 01:03:14+00:00,This is Bear. He went outside to play in the snow. Needed a break from the game. Feeling a tad better now. 12/10  deep breaths Bear https://t.co/7WFLKli2T3,https://pbs.twimg.com/media/C38ZSzlWIAEpQzs.jpg,Bear,unclassified,Weimaraner,img_1,0.13303299999999998,P_1,12/10,12.0,1302,7716
828381636999917570,2017-02-05 23:15:47+00:00,Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,Doobert,doggo,Bedlington_terrier,img_1,0.392535,P_1,14/10,14.0,2228,12643
828376505180889089,2017-02-05 22:55:23+00:00,"This is Beebop. Her name means ""Good Dog"" in robot. She also was a star on the field today. 13/10 would pet well https://t.co/HKBVZqXFNR",https://pbs.twimg.com/media/C378BwxWMAA6CNK.jpg,Beebop,unclassified,American_Staffordshire_terrier,img_1,0.5230859999999999,P_1,13/10,13.0,1080,7422
828372645993398273,2017-02-05 22:40:03+00:00,This is Alexander Hamilpup. He was one of the many stars in this year's Puppy Bowl. He just hopes both teams had fun. 12/10 https://t.co/JcTuUcyYNS,https://pbs.twimg.com/media/C374hb0WQAAIbQ-.jpg,Alexander,pup,malamute,img_1,0.663047,P_1,12/10,12.0,2960,12619
828011680017821696,2017-02-04 22:45:42+00:00,Say hello to Brutus and Jersey. They think they're the same size. Best furiends furever. Both 11/10 would pet simultaneously https://t.co/rkhCFfDtxB,https://pbs.twimg.com/media/C32wOLcWYAAjNqS.jpg,Brutus,unclassified,American_Staffordshire_terrier,img_1,0.936662,P_1,11/10,11.0,2166,10406
827933404142436356,2017-02-04 17:34:40+00:00,This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was only a smidge too big https://t.co/j8D3PQJvpJ,https://pbs.twimg.com/media/C31pCN4UcAAOLNH.jpg,Kona,pup,German_shepherd,img_2,0.8061149999999999,P_1,12/10,12.0,5289,20218
827653905312006145,2017-02-03 23:04:02+00:00,This is Boots. She doesn't know what to do with treats so she just holds them. Very good girl. 12/10 would give more treats https://t.co/eAA8lratd3,https://pbs.twimg.com/media/C3xq1ZeWEAEuzw3.jpg,Boots,unclassified,collie,img_1,0.285555,P_1,12/10,12.0,3037,15588
827600520311402496,2017-02-03 19:31:54+00:00,Meet Tucker. It's his birthday. He's pupset with you because you're too busy playing @GoodDogsGame to celebrate. 13/10 would put down phone https://t.co/vrppizPGdb,https://pbs.twimg.com/media/C3w6RYbWQAAEQ25.jpg,Tucker,pup,Pembroke,img_1,0.32563800000000004,P_1,13/10,13.0,952,7495
827324948884643840,2017-02-03 01:16:53+00:00,"This is Ralphie. He's being treated for an overactive funny bone, which is no joke. 12/10 would try to pet with a straight face https://t.co/UU3KqQF5n5",https://pbs.twimg.com/media/C3s_pYrXAAA1eqZ.jpg,Ralphie,unclassified,golden_retriever,img_1,0.352486,P_1,12/10,12.0,3078,15943
827199976799354881,2017-02-02 17:00:17+00:00,This is Charlie. He wins every game of chess he plays. Won't let opponent pet him until they forfeit. 13/10 you win again Charlie https://t.co/UkyQibIBzZ,https://pbs.twimg.com/media/C3rN-lcWEAA9CmR.jpg,Charlie,unclassified,Great_Dane,img_4,0.8696809999999999,P_1,13/10,13.0,2236,10637
826958653328592898,2017-02-02 01:01:21+00:00,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,Loki,doggo,golden_retriever,img_1,0.6173890000000001,P_1,12/10,12.0,5045,21696
826848821049180160,2017-02-01 17:44:55+00:00,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,Cupid,doggo,Great_Pyrenees,img_4,0.858764,P_1,13/10,13.0,10249,36580
826598365270007810,2017-02-01 01:09:42+00:00,This is Pawnd... James Pawnd. He's suave af. 13/10 would trust with my life https://t.co/YprN62Z74I,https://pbs.twimg.com/media/C3iq0EEXUAAdBYC.jpg,Pawnd,unclassified,French_bulldog,img_1,0.628119,P_1,13/10,13.0,2364,10107
826476773533745153,2017-01-31 17:06:32+00:00,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,Pilot,doggo,German_shepherd,img_1,0.7418600000000001,P_1,12/10,12.0,4225,18520
826240494070030336,2017-01-31 01:27:39+00:00,We only rate dogs. Please don't send in any more non-dogs like this Wild Albanian Street Moose. Thank you... 11/10 https://t.co/srXL2s868C,https://pbs.twimg.com/media/C3dlVMbXAAUd-Gh.jpg,None,unclassified,French_bulldog,img_1,0.903048,P_1,11/10,11.0,2630,13388
826204788643753985,2017-01-30 23:05:46+00:00,"Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX",https://pbs.twimg.com/media/C3dEza1WcAAhlNU.jpg,None,doggo,Labrador_retriever,img_2,0.782058,P_1,13/10,13.0,933,4910
826115272272650244,2017-01-30 17:10:04+00:00,This is Ike. He's demonstrating the pupmost restraint. 13/10 super good boy https://t.co/6gHoGah9nm,https://pbs.twimg.com/media/C3bzVILWcAUjS5i.jpg,Ike,pup,golden_retriever,img_1,0.00233085,P_2,13/10,13.0,3164,15757
825829644528148480,2017-01-29 22:15:05+00:00,This is Toby. He just found out you only pretend to throw the ball sometimes. H*ckin puppalled. 12/10 would console https://t.co/YimNdkZrhM,https://pbs.twimg.com/media/C3XvqILXUAU2nnT.jpg,Toby,pup,Great_Pyrenees,img_2,0.8534069999999999,P_1,12/10,12.0,2516,12821
825535076884762624,2017-01-29 02:44:34+00:00,Here's a very loving and accepting puppo. Appears to have read her Constitution well. 14/10 would pat head approvingly https://t.co/6ao80wIpV1,https://pbs.twimg.com/media/C3TjvitXAAAI-QH.jpg,None,pup,Rottweiler,img_1,0.681495,P_1,14/10,14.0,17682,57231
825147591692263424,2017-01-28 01:04:51+00:00,This is Sweet Pea. She hides in shoe boxes and waits for someone to pick her. Then she surpuprises them. 13/10 https://t.co/AyBEmx56MD,https://pbs.twimg.com/media/C3ODWpfXAAAP1fb.jpg,Sweet,pup,Pekinese,img_1,0.354823,P_1,13/10,13.0,4591,18441
825026590719483904,2017-01-27 17:04:02+00:00,"Say hello to Pablo. He's one gorgeous puppo. A true 12/10. Click the link to see why Pablo requests your assistance

https://t.co/koHvVQp9bL https://t.co/IhW0JKf7kc",https://pbs.twimg.com/media/C3MVTeHWcAAGNfx.jpg,Pablo,pup,Eskimo_dog,img_2,0.524454,P_1,12/10,12.0,1273,6354
824775126675836928,2017-01-27 00:24:48+00:00,This is Scooter. His lack of opposable thumbs is rendering his resistance to tickling embarrassingly moot. 12/10 would keep tickling https://t.co/F0VWg2GztI,https://pbs.twimg.com/media/C3Iwlr0WYAARVh4.jpg,Scooter,unclassified,Border_terrier,img_1,0.610499,P_1,12/10,12.0,3555,15020
824663926340194305,2017-01-26 17:02:56+00:00,This is Wilson. Named after the volleyball. He tongue wrestled a bee and lost. 13/10 valiant effort tho https://t.co/A5Mx4h1FSM,https://pbs.twimg.com/media/C3HLd0HXUAAUI2b.jpg,Wilson,unclassified,English_setter,img_1,0.526488,P_1,13/10,13.0,1790,10596
824325613288833024,2017-01-25 18:38:36+00:00,Retweet the h*ck out of this 13/10 pupper #BellLetsTalk https://t.co/wBmc7OaGvS,https://pbs.twimg.com/media/C3CXxaoWQAAiLuC.jpg,None,pup,Pembroke,img_1,0.990793,P_1,13/10,13.0,10614,11918
823939628516474880,2017-01-24 17:04:50+00:00,This is Cash. He's officially given pup on today. 12/10 frighteningly relatable https://t.co/m0hrATIEyw,https://pbs.twimg.com/media/C284uD8WgAEmMVn.jpg,Cash,pup,schipperke,img_1,0.23407600000000006,P_1,12/10,12.0,2734,10713
823699002998870016,2017-01-24 01:08:40+00:00,This is Winston. The goggles make him a superhero. Protects the entire city from criminals unless they rub his belly really well. 12/10 https://t.co/yCydYURYEL,https://pbs.twimg.com/media/C25d3nkXEAAFBUN.jpg,Winston,unclassified,cairn,img_1,0.203999,P_1,12/10,12.0,2549,14098
823581115634085888,2017-01-23 17:20:14+00:00,This is Crawford. He's quite h*ckin good at the selfies. Nose is incredibly boopable. 11/10 would snapchat https://t.co/6F5Rrp472U,https://pbs.twimg.com/media/C23ypm6VQAAO31l.jpg,Crawford,unclassified,German_shepherd,img_1,0.194044,P_2,11/10,11.0,2651,13144
823322678127919110,2017-01-23 00:13:17+00:00,This is Wyatt. He's got the fastest paws in the West. H*ckin deadly. 11/10 would ride into the sunset with https://t.co/stkJ377KK7,https://pbs.twimg.com/media/C20HmaKWgAQ6-6X.jpg,Wyatt,unclassified,Chihuahua,img_2,0.00183635,P_2,11/10,11.0,4075,15867
823269594223824897,2017-01-22 20:42:21+00:00,RT @dog_rates: We only rate dogs. Please don't send pics of men capturing low level clouds. Thank you... 11/10 https://t.co/rLi83ZyCL5,https://pbs.twimg.com/media/C2kzTGxWEAEOpPL.jpg,None,unclassified,Samoyed,img_1,0.585441,P_1,11/10,11.0,9993,0
822975315408461824,2017-01-22 01:12:59+00:00,This is Albus. He's soaked as h*ck. Seems to have misplaced an ear as well. Still in good spirits tho. 12/10 would dry https://t.co/yUM8jYStuG,https://pbs.twimg.com/media/C2vLrpvWIAA3LM3.jpg,Albus,unclassified,Pembroke,img_1,0.233162,P_3,12/10,12.0,3487,17453
822872901745569793,2017-01-21 18:26:02+00:00,Here's a super supportive puppo participating in the Toronto  #WomensMarch today. 13/10 https://t.co/nTz3FtorBc,https://pbs.twimg.com/media/C2tugXLXgAArJO4.jpg,None,pup,Lakeland_terrier,img_1,0.196015,P_1,13/10,13.0,43699,132712
822859134160621569,2017-01-21 17:31:20+00:00,This is Hobbes. He was told he was going to the park. Ended up at the vet. H*ckin bamboozled. Quite pupset with you. 12/10 https://t.co/SSQE06XClS,https://pbs.twimg.com/media/C2tiAzGXgAIFdqi.jpg,Hobbes,pup,malinois,img_1,0.332897,P_1,12/10,12.0,2310,13388
822647212903690241,2017-01-21 03:29:14+00:00,RT @dog_rates: This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10 https://t.co/liJGwMp17E,https://pbs.twimg.com/media/C2oRbOuWEAAbVSl.jpg,Paisley,unclassified,Samoyed,img_1,0.416769,P_1,13/10,13.0,6482,0
822610361945911296,2017-01-21 01:02:48+00:00,Please stop sending in non-canines like this Very Pettable Dozing Bath Tortoise. We only rate dogs. Only send dogs... 12/10 https://t.co/mcagPeENIh,https://pbs.twimg.com/media/C2p_wQyXEAELtvS.jpg,None,unclassified,cocker_spaniel,img_1,0.6644869999999999,P_1,12/10,12.0,2995,14949
822489057087389700,2017-01-20 17:00:46+00:00,This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10 https://t.co/liJGwMp17E,https://pbs.twimg.com/media/C2oRbOuWEAAbVSl.jpg,Paisley,unclassified,Samoyed,img_1,0.416769,P_1,13/10,13.0,6482,18327
822462944365645825,2017-01-20 15:17:01+00:00,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP https://t.co/M3hZGadUuO",https://pbs.twimg.com/media/C2n5rUUXEAIXAtv.jpg,Gabe,pup,Pomeranian,img_3,0.960199,P_1,14/10,14.0,14477,28305
822244816520155136,2017-01-20 00:50:15+00:00,We only rate dogs. Please don't send pics of men capturing low level clouds. Thank you... 11/10 https://t.co/rLi83ZyCL5,https://pbs.twimg.com/media/C2kzTGxWEAEOpPL.jpg,None,unclassified,Samoyed,img_1,0.585441,P_1,11/10,11.0,9993,35266
821886076407029760,2017-01-19 01:04:45+00:00,This is Jimison. He was just called a good boy. 13/10 https://t.co/djMep7mGkV,https://pbs.twimg.com/media/C2ftAxnWIAEUdAR.jpg,Jimison,unclassified,golden_retriever,img_1,0.26623800000000003,P_1,13/10,13.0,2344,11423
821813639212650496,2017-01-18 20:16:54+00:00,RT @dog_rates: Meet Hercules. He can have whatever he wants for the rest of eternity. 12/10 would snug passionately https://t.co/mH0IOyFdIG,https://pbs.twimg.com/media/CtVAvX-WIAAcGTf.jpg,Hercules,unclassified,Saint_Bernard,img_1,0.995143,P_1,12/10,12.0,3394,0
821765923262631936,2017-01-18 17:07:18+00:00,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,Duchess,doggo,golden_retriever,img_1,0.980071,P_1,13/10,13.0,1677,8497
821522889702862852,2017-01-18 01:01:34+00:00,This is Harlso. He has a really good idea but isn't sure you're going to like it. 13/10 he'll just keep it to himself https://t.co/IzcaR3Nqyn,https://pbs.twimg.com/media/C2aitIUXAAAG-Wi.jpg,Harlso,unclassified,Doberman,img_1,0.7635390000000001,P_1,13/10,13.0,1787,8100
821407182352777218,2017-01-17 17:21:47+00:00,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,Sundance,doggo,Irish_setter,img_1,0.5054960000000001,P_1,14/10,14.0,4387,11894
821149554670182400,2017-01-17 00:18:04+00:00,This is Luca. He got caught howling. H*ckin embarrassed. 12/10 https://t.co/r8DxA8DYJ2,https://pbs.twimg.com/ext_tw_video_thumb/821149477142556673/pu/img/88_DV098c60pC5AA.jpg,Luca,unclassified,German_shepherd,img_1,0.515933,P_1,12/10,12.0,2019,8735
821107785811234820,2017-01-16 21:32:06+00:00,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl,https://pbs.twimg.com/media/C2UpLA-UcAEK_Fz.jpg,None,doggo,Pomeranian,img_1,0.85659,P_1,11/10,11.0,2163,9696
821044531881721856,2017-01-16 17:20:45+00:00,This is Flash. He went way too hard celebrating Martin Luther King Day last night. 12/10 now he's having a dream in his honor https://t.co/bryVdNaRcu,https://pbs.twimg.com/media/C2Tvo20XcAAhNL9.jpg,Flash,unclassified,Old_English_sheepdog,img_1,0.14802,P_1,12/10,12.0,2312,12795
820749716845686786,2017-01-15 21:49:15+00:00,Meet Sunny. He can take down a polar bear in one fell swoop. Fr*cken deadly af. 13/10 would pet with caution https://t.co/EMq8Ud6Ze1,https://pbs.twimg.com/media/C2PjgjQXcAAc4Uu.jpg,Sunny,unclassified,golden_retriever,img_2,0.8380120000000001,P_1,13/10,13.0,10018,31881
820690176645140481,2017-01-15 17:52:40+00:00,The floofs have been released I repeat the floofs have been released. 84/70 https://t.co/NIYC820tmd,https://pbs.twimg.com/media/C2OtWr0VQAEnS9r.jpg,None,unclassified,West_Highland_white_terrier,img_2,0.872064,P_1,12/10,12.0,3277,12330
820446719150292993,2017-01-15 01:45:15+00:00,RT @dog_rates: This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10 https://t.co/pbKOesr8Tg,https://pbs.twimg.com/media/CxqsX-8XUAAEvjD.jpg,Peaches,unclassified,golden_retriever,img_3,0.938048,P_1,13/10,13.0,2599,0
820314633777061888,2017-01-14 17:00:24+00:00,"We are proud to support @LoveYourMelon on their mission to put a hat on every kid battling cancer. They are 14/10

https://t.co/XQlmPTLHPl https://t.co/ZNIkkHgtYE",https://pbs.twimg.com/media/C2JXyARUAAE4gbL.jpg,None,unclassified,Gordon_setter,img_2,0.940724,P_1,14/10,14.0,570,3382
819952236453363712,2017-01-13 17:00:21+00:00,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://t.co/f5WMsx0a9K https://t.co/6lJz0DKZIb",https://pbs.twimg.com/media/C2EONHNWQAUWxkP.jpg,Oliver,pup,American_Staffordshire_terrier,img_1,0.925505,P_1,13/10,13.0,1191,5389
819711362133872643,2017-01-13 01:03:12+00:00,This is Howie. He just bloomed. 11/10 revolutionary af https://t.co/m5fYxrO3IU,https://pbs.twimg.com/media/C2AzHjQWQAApuhf.jpg,Howie,unclassified,toy_poodle,img_2,0.0220094,P_3,11/10,11.0,3159,13522
819588359383371776,2017-01-12 16:54:26+00:00,This is Jazzy. She just found out that sandwich wasn't for her. Shocked and puppalled. 13/10 deep breaths Jazzy https://t.co/52cItP0vIO,https://pbs.twimg.com/media/C1_DQn3UoAIoJy7.jpg,Jazzy,pup,Cardigan,img_1,0.5479350000000001,P_1,13/10,13.0,2016,9746
819347104292290561,2017-01-12 00:55:47+00:00,Say hello to Anna and Elsa. They fall asleep in similar positions. It's pretty wild. Both 12/10 would snug simultaneously https://t.co/8rUL99bX4W,https://pbs.twimg.com/media/C17n1nrWQAIErU3.jpg,Anna,unclassified,Rottweiler,img_3,0.909106,P_1,12/10,12.0,1227,7295
819227688460238848,2017-01-11 17:01:16+00:00,This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to https://t.co/ii5eNX5LJT,https://pbs.twimg.com/media/C157Oq3WQAEOyHm.jpg,Finn,unclassified,Border_terrier,img_1,0.4824520000000001,P_1,12/10,12.0,6814,23325
819015337530290176,2017-01-11 02:57:27+00:00,RT @dog_rates: This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,Bo,doggo,standard_poodle,img_1,0.351308,P_1,14/10,14.0,37325,0
819004803107983360,2017-01-11 02:15:36+00:00,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,Bo,doggo,standard_poodle,img_1,0.351308,P_1,14/10,14.0,37325,87896
818627210458333184,2017-01-10 01:15:10+00:00,Meet Wafer. He represents every fiber of my being. 13/10 very good dog https://t.co/I7bkhxBxUG,https://pbs.twimg.com/media/C1xZGkzWIAA8vh4.jpg,Wafer,unclassified,Labrador_retriever,img_1,0.384188,P_1,13/10,13.0,7645,22655
818614493328580609,2017-01-10 00:24:38+00:00,This is Bear. He's a passionate believer of the outdoors. Leaves excite him. 12/10 would hug softly https://t.co/FOF0hBDxP8,https://pbs.twimg.com/media/C1xNgraVIAA3EVb.jpg,Bear,unclassified,Chihuahua,img_4,0.450722,P_1,12/10,12.0,2606,9964
818588835076603904,2017-01-09 22:42:41+00:00,RT @dog_rates: This is Chelsea. She forgot how to dog. 11/10 get it together pupper https://t.co/nBJ5RE4yHb,https://pbs.twimg.com/media/Crwxb5yWgAAX5P_.jpg,Chelsea,pup,Norwegian_elkhound,img_1,0.372202,P_1,11/10,11.0,6242,0
818536468981415936,2017-01-09 19:14:36+00:00,This is Tom. He's a silly dog. Known for his unconventional swing style. One h*ck of a sneaky tongue slip too. 11/10 would push https://t.co/6fSVcn9HAU,https://pbs.twimg.com/media/C1wGkYoVQAAuC_O.jpg,Tom,unclassified,Welsh_springer_spaniel,img_1,6.229489999999999e-05,P_2,11/10,11.0,2497,11028
818259473185828864,2017-01-09 00:53:55+00:00,This is Florence. He saw the same snap you sent him on your story. Pretty pupset with you. 12/10 https://t.co/rnkvT2kvib,https://pbs.twimg.com/media/C1sKo_QUkAALtkw.jpg,Florence,pup,miniature_schnauzer,img_1,0.367368,P_1,12/10,12.0,2300,11155
818145370475810820,2017-01-08 17:20:31+00:00,This is Autumn. Her favorite toy is a cheeseburger. She takes it everywhere. 11/10 https://t.co/JlPug12E5Z,https://pbs.twimg.com/media/C1qi26rW8AMaj9K.jpg,Autumn,unclassified,golden_retriever,img_1,0.621931,P_1,11/10,11.0,2611,12432
817827839487737858,2017-01-07 20:18:46+00:00,This is Buddy. He ran into a glass door once. Now he's h*ckin skeptical. 13/10 empowering af (vid by Brittany Gaunt) https://t.co/q2BgNIi3OA,https://pbs.twimg.com/ext_tw_video_thumb/817827663108771841/pu/img/e9oi839RGWJR37jF.jpg,Buddy,unclassified,cocker_spaniel,img_1,0.387608,P_1,13/10,13.0,27458,52307
817777686764523521,2017-01-07 16:59:28+00:00,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,Dido,pup,curly-coated_retriever,img_1,0.733256,P_1,13/10,13.0,2734,10881
817536400337801217,2017-01-07 01:00:41+00:00,"Say hello to Eugene &amp; Patti Melt. No matter how dysfunctional they get, they will never top their owners. Both 12/10 would pet at same time https://t.co/jQUdvtdYMu",https://pbs.twimg.com/media/C1h4_MEXUAARxQF.jpg,Eugene,unclassified,pug,img_2,0.971358,P_1,12/10,12.0,3012,11916
817423860136083457,2017-01-06 17:33:29+00:00,This is Ken. His cheeks are magic. 13/10 (IG: ken_shiba) https://t.co/btzf1zTDeQ,https://pbs.twimg.com/ext_tw_video_thumb/817423809049493505/pu/img/5OFW0yueFu9oTUiQ.jpg,Ken,unclassified,Samoyed,img_1,0.201358,P_2,13/10,13.0,14933,34281
817415592588222464,2017-01-06 17:00:38+00:00,"Meet Strudel. He's rather h*ckin pupset that your clothes clash. 11/10 click the link to see how u can help Strudel

https://t.co/3uxgLz8d0l https://t.co/O0ECL1StB2",https://pbs.twimg.com/media/C1gLJVpWgAApI3r.jpg,Strudel,pup,Doberman,img_1,0.806163,P_1,11/10,11.0,966,5670
817181837579653120,2017-01-06 01:31:47+00:00,RT @dog_rates: Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k,https://pbs.twimg.com/ext_tw_video_thumb/815965888126062592/pu/img/JleSw4wRhgKDWQj5.jpg,None,pup,Tibetan_mastiff,img_1,0.506312,P_1,13/10,13.0,8587,0
817171292965273600,2017-01-06 00:49:53+00:00,This is Tebow. He kindly requests that you put down the coffee and play with him. 13/10 such a good boy https://t.co/56uBP28eqw,https://pbs.twimg.com/media/C1cs8uAWgAEwbXc.jpg,Tebow,unclassified,golden_retriever,img_1,0.295483,P_1,13/10,13.0,2055,8878
817120970343411712,2017-01-05 21:29:55+00:00,Name a more iconic quartet... I'll wait. 13/10 for all https://t.co/kCLgD8687T,https://pbs.twimg.com/media/C1b_LSYUsAAJ494.jpg,None,unclassified,Saluki,img_1,0.568809,P_1,13/10,13.0,2641,12370
817056546584727552,2017-01-05 17:13:55+00:00,This is Chloe. She fell asleep at the wheel. Absolute menace on the roadways. Sneaky tongue slip tho. 11/10 https://t.co/r6SLVN2VUH,https://pbs.twimg.com/media/C1bEl4zVIAASj7_.jpg,Chloe,unclassified,kelpie,img_1,0.8644149999999999,P_1,11/10,11.0,1672,8709
816829038950027264,2017-01-05 02:09:53+00:00,RT @dog_rates: This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af https://t.co/dgvTPZ9tgI,https://pbs.twimg.com/media/CvoBPWRWgAA4het.jpg,Betty,pup,golden_retriever,img_1,0.245773,P_2,12/10,12.0,4780,0
816816676327063552,2017-01-05 01:20:46+00:00,This is Timber. He misses Christmas. Specifically the presents part. 12/10 cheer pup Timber https://t.co/dVVavqpeF9,https://pbs.twimg.com/media/C1XqbhXXUAElpfI.jpg,Timber,pup,malamute,img_1,0.668164,P_1,12/10,12.0,2077,10142
816697700272001025,2017-01-04 17:27:59+00:00,This is Binky. She appears to be rather h*ckin cozy. Nifty leg cross as well. 12/10 would snug well https://t.co/WFt82XLyEF,https://pbs.twimg.com/media/C1V-K63UAAEUHqw.jpg,Binky,unclassified,Chihuahua,img_1,0.756992,P_1,12/10,12.0,2231,9926
816336735214911488,2017-01-03 17:33:39+00:00,This is Dudley. He found a flower and now he's a queen. 11/10 would be an honor to pet https://t.co/nuJxtmlLcY,https://pbs.twimg.com/media/C1Q17WdWEAAjKFO.jpg,Dudley,unclassified,Labrador_retriever,img_1,0.91933,P_1,11/10,11.0,1977,8716
816091915477250048,2017-01-03 01:20:49+00:00,This is Comet. He's a Wild Estonian Poofer. Surprised they caught him. 12/10 would pet well https://t.co/tlfuZ25IMi,https://pbs.twimg.com/media/C1NXQ6NXUAEAxIQ.jpg,Comet,unclassified,Pomeranian,img_3,0.967345,P_1,12/10,12.0,2179,9043
816014286006976512,2017-01-02 20:12:21+00:00,RT @dog_rates: This is Larry. He has no self control. Tongue still nifty af tho 11/10 https://t.co/ghyT4Ubk1r,https://pbs.twimg.com/media/CiibOMzUYAA9Mxz.jpg,Larry,unclassified,English_setter,img_1,0.677408,P_1,11/10,11.0,5363,0
815990720817401858,2017-01-02 18:38:42+00:00,"Meet Jack. He's one of the rare doggos that doesn't mind baths. 11/10 click the link to see how you can help Jack!

https://t.co/r4W111FzAq https://t.co/fQpYuMKG3p",https://pbs.twimg.com/media/C1L7OVVWQAIQ6Tt.jpg,Jack,doggo,Chihuahua,img_1,0.428756,P_1,11/10,11.0,1039,5015
815966073409433600,2017-01-02 17:00:46+00:00,Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k,https://pbs.twimg.com/ext_tw_video_thumb/815965888126062592/pu/img/JleSw4wRhgKDWQj5.jpg,None,pup,Tibetan_mastiff,img_1,0.506312,P_1,13/10,13.0,8587,22723
815736392542261248,2017-01-02 01:48:06+00:00,This is Akumi. It's his birthday. He received many lickable gifts. 11/10 happy h*ckin birthday https://t.co/gd9UlLOCQ0,https://pbs.twimg.com/media/C1IT6rVXUAIvwYT.jpg,Akumi,unclassified,Border_collie,img_3,0.5489069999999999,P_1,11/10,11.0,2298,9992
